,Tweet,Sentiment
483,"""SEMANGAT @LKPP_RI HARI INI HARUS #bergerakbersama https://t.co/XUMBsyiVPg lewat @YouTube""",Positive 
484,"""@hendrarprihadi @LKPP_RI Perutnya keliatan mulai endut.",Positive 
485,"""@hendrarprihadi @LKPP_RI Apa tu tugas dan fungsinya pak?""",Neutral 
486,"""@hendrarprihadi @LKPP_RI Luar biasa Respect pak""",Positive 
487,"""@hendrarprihadi @LKPP_RI Antara sedih sama bangga 🥲""",Neutral 
488,"""@hendrarprihadi @LKPP_RI Haha bapak ini lucu",Neutral 
489,"""@hendrarprihadi @LKPP_RI Skrg itu sirupnya sering down bos, mbok buat aplikasi itu sik mudah""",Neutral
490,"""@LKPP_RI Selamat dan sukses Bapak Dr",Positive
491,"""@aniesh_bong @qisthon_arofah @hendrarprihadi Pak hendarprihadi jadi kepala @LKPP_RI mbak skrg bu hevearita @mbakITASMG  sbg plt walikotanya""",Positive
492,"""@hendrarprihadi @LKPP_RI Mantep pak https://t.co/dfU33Y6EYW""",Positive
493,"""@hendrarprihadi @LKPP_RI Tetap semangat bapakke Kami pengurus IKM SENTRA LOGAM KOTA SEMARANG selalu mendukungDan kami proses legalisasi koperasi sentra logam SemarangKami jemput bola""",Positive
494,"""@hendrarprihadi @LKPP_RI Mantap pak Hendi, semangat",Positive
495,"""@hendrarprihadi @LKPP_RI Semangat Mas Hendi""",Positive
496,"""Harus jemput bola — mengajak @LKPP_RI untuk berpikir dari sudut pandang daerah https://t.co/TU8Vqbq3QB""",Neutral
497,"""Kami keluarga besar Kecamatan Banyumanik mengucapkan Selamat dan sukses atas Pelantikan Bapak Walikota Semarang Bapak Dr",Positive
498,"""@PejuangKbijakn @kempanrb @jokowi @LKPP_RI @BKNgoid Betul sekali karna banyak security dan petugas kebersihan di gaji APBD""",Positive
499,"""@Pipy_Thalib @hendrarprihadi @LKPP_RI Oh""",Neutral
500,"""https://t.co/maR9n9ngpW @cnbcindonesia @jokowi @DPR_RI @DPDRI @KemenkesRI @BPOM_RI @KemenkeuRI @LKPP_RI ideal klausul regulasi kewajiban tiap produk sudah ada dalam negeri (e-catalog) maka barang sejenis otomatis dilarang impor (daftar negatip) dalam sistem pengadaan barang jasa""",Netral
501,"""@LKPP_RI Min @LKPP_RI mau tanya, cara menangani harga timpang yg sampai 90.000 % pada proses pengawasan konstruksi bagaimana ya, soalnya di Berita Acara klarifnya diloloskan oleh pokja tanpa ada klarifikasi kewajaran harga""",Netral
502,"""@kangngabei @hendrarprihadi Kan bisa dilihat di bionya, kang.😊 Beliau kepala @LKPP_RI""",Netral
503,"""@kemenkumhamjtg @KemenkumhamRI @LKPP_RI 2013-2026? Wow lama ya beliau menjabat""",Netral
504,"""@kempanrb @jokowi @LKPP_RI P Jul 7""",Netral
505,"""@kempanrb @jokowi @LKPP_RI ,""",Netral
506,"""@kempanrb @jokowi @LKPP_RI Selamat menjalankan tugas, Bapak🙏🙏""",Positif
507,"""@kempanrb @jokowi @LKPP_RI Mohon jawaban admin masalah pendataan masih banyak gesekan kepahaman @BKNgoid https://t.co/KYC9gXF5Ip""",Netral
508,"""@Bocahlucu20 @kempanrb @jokowi @LKPP_RI Benar sekali.",Netral
509,"""Presiden Jokowi mengungkap alasan untuk memilih Hendrar Prihadi sebagai kepala LKPP, karena berdasarkan rekam jejaknya.@LKPP_RI https://t.co/GfImc0cxYp""",Positif
510,"""Presiden Jokowi Lantik Hendrar Prihadi Sebagai Kepala LKPP, Ini Alasanya https://t.co/WCngwpZ1Qc@jokowi @LKPP_RI https://t.co/SipfwBOjQ3""",Netral
511,"""@kempanrb @jokowi @LKPP_RI Walikota semarang siapa yg jabat skrg?""",Netral
512,"""@kempanrb @jokowi @LKPP_RI Penjaga Sekolah Dasar didaerah lg pada Nangis Pak...""",Negatif
513,"""Presiden @jokowi resmi melantik Hendrar Prihadi sebagai Kepala @LKPP_RI yang sebelumnya dijabat oleh Abdullah Azwar Anas, Menteri PANRB saat ini.Selamat bertugas Bapak Hendrar Prihadi",Positif
514,"""@PartaiSocmed @AbasBalapradana @hendrarprihadi @sarwapramana Skrng beliau menjabat kepala @LKPP_RI""",Netral
515,"""Selamat dan Sukses kepada bpk @hendrarprihadi dilantik menjadi Kepala @LKPP_RI Semoga Proses Pengadaan Barang/Jasa semakin lebih baik dan kredibel #JatengGayeng""",Positif
516,"""@LKPP_RI selamat dan sukses pak untuk tugas barunya pak @hendrarprihadi  semoga bisa tetap amanah menjalankan tugas barunya pak 🙏""",Positif
517,"""Bapak @hendrarprihadi telah purna tugas sebagai walikota Semarang, krn telah resmi menjabat sebagai Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah Republik Indonesia LKPP RI periode 2022-2027Semoga diberikan kesuksesan atas amanah jabatan yang diemban! https://t.co/TQpT0coKqx""",Positif
518,"""Selamat dan Sukses kepadaBapak Hendrar Prihadi (Walikota Semarang Periode 2013-2026)Pada Jabatan Baru Setingkat Menteri sebagai Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) Periode 2022-2027#KumhamSemakinPASTI@kemenkumhamri@semarangpemkot @lkpp_ri https://t.co/9u7R3eLg9z""",Positif
519,"""@kumparan Selamat &amp; semoga amanah istiqomah jujur integritas menempati posisi yg baru ya pak @hendrarprihadi di @LKPP_RI saya merasa ikut bangga sbg warga asli #semarang#Kebijakan #Pengadaan #Barang #Jasa #Pemerintah""",Positif
520,"""Kami Keluarga Besar Kelurahan Cabean Mengucapkan Selamat dan Sukseskepada Bapak @hendrarprihadiatas dilantiknya sebagai Kepala @LKPP_RI""Dari Semarang untuk indonesia""#hendrarprihadi #pemkotsemarang #walikotasemarang #kepalalkpp #semaranghebat#indonsesia https://t.co/aEp584upxB""",Positive
521,"""Presiden @jokowi Lantik Hendrar Prihadi sebagai Kepala LKPP@fadjroeL @Jokowinomics_id@LKPP_RIhttps://t.co/GiL6yNui9p""",Positive
522,"""Usai Dilantik Presiden Jokowi, Kepala LKPP Hendi: Perkuat Sinergi Dorong Produk UMKM Masuk E-Katalog https://t.co/vV7Ja0NmqV@jokowi @LKPP_RI https://t.co/tKlRbLCEVu""",Positive
523,"""@Miduk17 Walikota Semarang jd Kepala LKPP RI, pejabat setingkat menteri...👏👏👏Seharusnya Anies tuh yg jd Kepala LKPP biar Aibon laku keras...wkwkkwkwk""",Negative
524,"""@LKPP_RI Padahal bisa jd salah satu kandidat cagub jateng ini 🤭""",Negative
525,"""@LKPP_RI Selamat pak Hendi @hendrarprihadi""",Positive
526,"""@LKPP_RI @hendrarprihadi gak sido jateng 1 ta pak?🤣""",Negative
527,"""Segenap Pengurus Dewan Pimpinan Wilayah Partai Rakyat Adil dan Makmur ( PRIMA ) Jawa Tengah, Mengucapkan Selamat kpd Hendar Prihadi, SE yang telah dilantik oleh Presiden Ir.Joko Widodo menjadi pejabat LKPP RI, Semoga amanah dan Sukses dalam menjalankan tugas https://t.co/0luuogpxYB""",Positive
528,"""Masa Jabatan Walikota Semarang Habis Hari Ini, Hendrar Prihadi Langsung Dilantik Jokowi jadi Kepala LKPP https://t.co/Fkm0owwViZ @PemkotSmg @LKPP_RI @hendrarprihadi @jokowi @puanmaharani_ri @KemensetnegRI @PKSejahtera @NasDem @PDI_Perjuangan @psi_id @DPP_PKB @Gerindra @PDemokrat""",Positive
529,"""@GilangAHS @CNNIndonesia LKPP RI lagi om, strategis""",Neutral
530,"""#sobatpengadaan Kami mengucapkan Selamat dan Sukses kepada bpk @hendrarprihadi  yg hari ini dilantik menjadi Kepala @LKPP_RI Semoga Proses Pengadaan Barang/Jasa semakin lebih baik dan kredibel..#JatengGayeng #transparansipengadaan@ganjarpranowo https://t.co/SP0y45M7lt""",Positif
531,"""Selamat dan Sukses atas dilantiknya Mas @hendrarprihadi sebagai Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah RI @LKPP_RI oleh Presiden @jokowi 🙏Semoga amanah dan sukses mengemban jabatan barunya ini untuk mendukung kemajuan Indonesia",Positif
532,"""@LKPP_RI Wah wah gajadi Jateng 1 ini keliatannya 👀""",Netral
533,"""@LKPP_RI Semoga semakin Istiqomah 🤲🙏""",Positif
534,"""@alexgufron @hendrarprihadi @LKPP_RI Selamat dan Sukses ms Hendi🙏🙏""",Positif
535,"""Selamat dan sukses atas Dilantiknya Bapak Dr",Positif
536,"""✅️ Walikota terbaik Asia 2019✅️ Kota terbaik Indonesia 2019,2020 &amp; 2021✅️ Walikota terbaik versi Int Europa Bussines Assembly✅️Anti gratifikasi award dari KPK✅️ Kota terbersih se ASEAN 2020Selamat pak Hendrar Prihadi, hari ini dilantik jadi KEPALA LKPP RI https://t.co/bec7fekW1N""",Positif
537,"""Hendrar Prihadi Dilantik Jadi Kepala LKPP, Siapa yang Bakal Jadi Walikota Semarang? @hendrarprihadi @LKPP_RI https://t.co/oQgY7YGx8q""",Netral
538,"""Selamat dan sukses bapak @hendrarprihadi atas jabatan baru sebagai kepala @lkpp_ri ""Dari Semarang untuk Indonesia""@semarangpemkot @pemerintahkotasemarang @hendrarprihadi@iswaraminuddin@adebhakti#pemerintahkotasemarang #kecamatangajahmungkur #… https://t.co/d9AVJaOlxE https://t.co/W1I43T306i""",Positif
539,"""Betatapapun sy pribadi gak meragukan kapasitas Pak Hendrar, sebaiknya @LKPP_RI dipimpin oleh orang non partisan",Wrong
540,"""Segenap Keluarga Besar Pemuda Katolik Komisariat Daerah Jawa Tengah mengucapkan Selamat dan Sukses atas dilantiknya @hendrarprihadi sebagai Kepala LKPP RI periode 2022-2027#hendrarprihadi #pemudakatolikkomdajawatengah#proecclesiaetpatria#probonopublico#pemudakatolik https://t.co/uLuLpuOu4i""",Positif
541,"""Cek dan Dapatkan Layanan Juara dari Jasa Medivest via E-KatalogAplikasi Belanja online yang dikembangkan @lkpp_ri jadi fasilitasi ragam komoditas (barang/jasa) yang dibutuhkan PemerintahInovasi dan Kemudahan jadi pilihan pasti, demi penyederhanaan regulasi dan sistem pen… https://t.co/G3MzJcsvVG""",Netral
542,"""https://t.co/wmM9J4pgDRPresiden Joko Widodo (Jokowi) bakal melantik Wali Kota Semarang, Hendrar Prihadi (Hendi) sebagai Kepala LKPP.Selamat bertugas pak @hendrarprihadi d @LKPP_RI""",Positif
543,"""@jisatu01 @hendrarprihadi @LKPP_RI @jokowi Semoga amanah""",Positif
544,"""Selamat dan Sukses atas Pelantikan Bapak Dr",Positif
545,"""@jisatu01 @hendrarprihadi @LKPP_RI @jokowi Tetap amanah.",Positif
546,"""@jisatu01 @hendrarprihadi @LKPP_RI @jokowi Selamat dan sukses, semoga amanah pak Hendi 👍""",Positif
547,"""@jisatu01 @hendrarprihadi @LKPP_RI @jokowi Selamat pak @hendrarprihadi semoga sukses 🙏""",Positif
548,"""Selamat mas Hendi @hendrarprihadi mengemban jabatan baru sebagai kepala @LKPP_RI untuk membantu Presiden @jokowi di Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah Republik Indonesia, semoga sukses dan amanah.Ucapan terimakasih telah menjadikan Semarang menjadi Kota Hebat 🙏 https://t.co/zNSwspjWeS""",Positif
549,"""Haloo Sobat Kredibel..Selamat Memperingati Maulid Nabi Muhammad SAW, 12 Rabiul Awal 1444 H.Mari jadikan akhlak mulia Rasulullah SAW sebagai teladan baik bagi kehidupan kita sehari-hari untuk membangun Indonesia maju.#LKPP#MaulidNabiMuhammad https://t.co/t8oWxDuZI4""",Wrong
550,"""Lebih lanjut, Robin mengatakan hal ini bukan soal penghargaan dan pengakuan, melainkan jika kita mengikuti sistem yang baik maka manfaatnya akan kembali kepada kita.""",Netral
551,"""Dengan diperolehnya penghargaan ini, menunjukkan bahwa LKPP yang merupakan lembaga kategori kecil baik dari sisi anggaran, struktur, maupun jumlah pegawai tidak menghalangi LKPP untuk terus berprestasi dan juga berkompetisi dengan instansi lain.""",Positif
552,"""“LKPP akan terus melakukan perbaikan dan peningkatan kualitas penerapan sistem merit dalam pengisian JPT guna mewujudkan JPT yang berkualitas,” kata Robin.""",Positif
553,"""Sekretaris Utama LKPP Robin Asad Suryo mengatakan, JPT merupakan jabatan manajemen puncak yang sangat strategis dalam struktur organisasi",Netral
554,"""--dalam acara Anugerah Kualitas Pengisian JPT Tahun 2021 dan Launching SIJAPTI 4.0 pada Kamis (6/10), di Yogyakarta.""",Netral
555,"""Penghargaan tersebut diberikan secara langsung oleh Sekretaris Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Rini Widyantini kepada Sekretaris Utama LKPP Robin Asad Suryo dan disaksikan Ketua KASN Agus Pramusinto,--""",Positif
556,"""LKPP meraih penghargaan sebagai Instansi Pemerintah dengan kualitas pengisian JPT kategori baik dari Komisi Aparatur Sipil Negara (KASN).""",Positif
557,"""D.I",Negatif
558,"""@kumparan (((BELUM DIHAPUS))) Berarti ada masalah baru, LKPP bermasalah",Negatif
559,"""Dirgahayu Tentara Nasional Indonesia ke-77",Wrong
560,"""LKPP RI - BP2 TIPIKOR https://t.co/LuIrhsO76F""",Netral
561,"""@IpungLombok @DPR_RI @LKPP_RI Main vendor biar dapet cashback mungkin *eh""",Netral
562,"""@IpungLombok @DPR_RI @LKPP_RI Katakanlah sama perlengkapannya itupun 5 jt blm tentu tembus",Negatif
563,"""@IpungLombok @DPR_RI @LKPP_RI ntar paling juga nonton bokep di hp""",Negatif
564,"""E-purchasing ini yg ngotot harus diterapkan dulu ya pak @basuki_btp",Positif
565,"""@antisontoloyo @DPR_RI @LKPP_RI Harga mahal hanya jadi pajangan""",Negatif
566,"""Haloo Sobat Kredibel..Ingin update informasi seputar Kebijakan Pengadaan Barang/Jasa Pemerintah?Yuk, kunjungi website https://t.co/7VVytzEkXZ untuk tahu informasi selengkapnya!#LKPP https://t.co/cfCCaSVVCV""",Positif
567,"""Halo min apakah PMA bisa memasukan barang ke lkpp ekatalog? @LKPP_RI @eproc_LKPP""",Netral
568,"""@LKPP_RI https://t.co/yR5KpHHKMZ""",Netral
569,"""Selamat Memperingati Hari Kesaktian Pancasila, Sobat Kredibel..Mari Bangkit Bergerak Bersama Pancasila",Wrong
570,"""@BoedakB99178454 @LKPP_RI @KPK_RI jelas2 p'buatan PPK IPB tsb sangat b'tentangan dgn Perpres.RI no 16 Th 2018, pd Pasal 7 Ayat (1) huruf e",Negatif 
571,"""Yth, @LKPP_RI @KPK_RI 🙏Dlm proses lelang proyek Close House IPB, bolehkah PPK ktm dgn pserta lelang, dan m'berikan angka batas penawaran kpd Rekanan yg akan ikut Lelang 🤔""",Netral 
572,"""@LKPP_RI Apa yg dimaksud TKDN dan urgensinya bagi UMKM?""",Netral 
573,"""@LKPP_RI halo, apakah untuk konsultasi tatap muka ke kantor lkpp harus mendaftarkan diri terlebih dahulu? Saya sudah menghubungi no telp kantor lkpp tapi tidak ada respon",Netral 
574,"""@LKPP_RI UMKN geist""",Netral 
575,"""@LKPP_RI Lapor pak",Netral 
576,"""Maka diperlukan ketersediaan produk dalam negeri, salah satu usaha terkait hal ini adalah dengan meningkatkan jumlah produk yang telah tersertifikasi TKDN.Untuk mengetahui hal tersebut lebih lanjut, yuk simak infografiK berikut ini!#LKPP#SertifikasiTKDN https://t.co/Prxt5qQKVY""",Positif 
577,"""Hallo Sobat Kredibel..Sesuai dengan Instruksi Presiden Nomor 2 Tahun 2022 bahwa dalam rangka percepatan peningkatan penggunaan produk dalam negeri dan produk Usaha Mikro, Usaha Kecil, dan Koperasi untuk menyukseskan Gerakan Nasional Bangga Buatan Indonesia#SertifikasiTKDN https://t.co/GL7XCqS1pu""",Positif 
578,"""@DoNotCIick @yy54131975 @zhxars @LKPP_RI""",Netral 
579,"""@LKPP_RI Konten ini kedepan akan menimbulkan konflik di pengadaan jasa konsultasi gugatan sanggahan untuk tenaga Ahli Arsitek yg tidak mimiliki SKK  .",Wrong
580,"""@LKPP_RI Konten yang di sampaikan terkait UU no 2 THN 2017 tentang Arsitek sudah di UU mo 11 ttg Cipta Kerja..dan memiliki perbedaan makna / arti.",Netral
581,"""Untuk Sobat Kredibel yang ingin tahu informasi publik tentang LKPP, kunjungi laman https://t.co/n5WtMZNtpg #LKPP#HakUntukTahu#LayananInformasi""",Positif
582,"""Setiap warga negara berhak untuk mengakses, memperoleh, mengolah, dan menyampaikan informasi",Positif
583,"""Selamat Hari Hak Untuk Tahu, Sobat Kredibel..Mari jadikan hari ini sebagai momentum bagi kita untuk membangun demokrasi yang sehat, transparan, dan terbuka, serta untuk terus memperbaiki kualitas dan layanan informasi publik.#LKPP#HakUntukTahu#LayananInformasi""",Positif
584,"""Yuk simak maklumat, visi misi dan moto layanan LKPP berikut ini &amp; bantu kami untuk memberikan pelayanan yang lebih baik dengan mengisi survei pada tautan berikut ini: https://t.co/rkwQrCY8xp",Positif
585,"""Standar Pelayanan adalah tolok ukur yang dipergunakan sebagai pedoman penyelenggaraan pelayanan dan acuan penilaian kualitas pelayanan sebagai kewajiban dan janji Penyelenggara kepada masyarakat dalam rangka pelayanan yang berkualitas, cepat, mudah, terjangkau, dan terukur",Netral
586,"""Hai Sobat Kredibel, sudah tahu Standar Layanan LKPP?#LKPP#Layananprima https://t.co/awVRoRa4iD""",Positif
587,"""@Dionisiusanas Dalam hal dirasakan ada yang bertentangan, dapat dilakukan pengujian materi peraturan tersebut sesuai dengan ketentuan perundang-undangan.""",Netral
588,"""@Dionisiusanas Haloo Sobat Kredibel.",Positif
589,"""@LaodeMSyarif @sociotalker pengumuman tendernya sih nggak ada ya..@LKPP_RI perlu segera mendalami hal ini, apakah pengadaan Shadow/Mirror organization 400an org di @Kemdikbud_RI ini sesuai prosedur@bpkri perlu Audit total.., jangan sampai memberikan WTP bulan Juni lalu, tp ternyata ada kasus spt ini😏""",Neg
590,"""@LKPP_RI Apakah penyetaraan jabatan administrasi ke dalam jabatan fungsional wajib untuk mengikuti uji kompetensi dari LKPP? Terima kasih.""",Netral
591,"""@LKPP_RI min bantuannya dong website E-Katalog lemot banget, apa maintenance ya? 🥲""",Netral
592,"""@kazlialexandria @SINDOnews Setuju satu paket cukup penambahan suplai listrik dari sel surya tidak perlu kenaikan KWH agar biaya listrik hemat serta kompor dan sel surya wajib di e-catalog agar mendorong industri nasional dilarang impor @DPR_RI @KemenkeuRI @KementerianESDM @dewanenergi @LKPP_RI  @pln_123""",Positif
593,"""@LKPP_RI min, mau tanya dong",Netral
594,"""@LKPP_RI Ada hadiahnya ga?""",Netral
595,"""Semangat Senin Sobat Kredibel.",Positif
596,"""@LKPP_RI Mohon info apakah akses data ""daftar LPSE"" dan ""Tender Umum Publik"" di laman https://t.co/dYvDZzetAr saat ini telah dinonaktifkan? Jika betul bagaimanakah kami bisa memperoleh data tersebut untuk keperluan analisis di UKPBJ kami?""",Netral
597,"""RT @biroapbj_jtg :Kami informasikan mulai jumat 16 sept pkl 22.00 WIB s.d 17 Sept pkl 04.00 WIB akan dilakukan Pemeliharaan Data Center @LKPP_RI utk memperbaiki kualitas layanan kpd masy..Mohon maaf atas ketidaknyamanannya#PantauElshinta https://t.co/yY6BYJcFSp""",Positif
598,"""Mumpung lagi weekend, mimin mau nonton film @noktahmerahperkawinan dulu nih Sob..Selain kita dukung dan tingkatkan penggunaan produk dalam negeri dalam PBJP, yuk kita dukung juga perfilman Indonesia!Mimin aja nontonnya film Indonesia, masa kamu enggak!!#FilmIndonesia#LKPP https://t.co/meffjwRyiy""",Positif
599,"""Haloo Sobat Kredibel.",Positif
600,"""""Saya harap, selain adanya PKS ini, ada komitemen pimpinan di LPP RRI untuk mendukung peningkatan tata kelola UKPBJ ini",Netral
601,"""Dalam kesempatannya, Robin juga mengingatkan akan pentingnya komitmen dari pimpinan dan seluruh entitas dalam meningkatkan tata Kelola UKPBJ di lingkungan LPP RRI.""",Netral
602,"""Meskipun UKPBJ LKPP telah lebih dulu mencapai level proaktif, namun Robin berharap LKPP dapat menemukan pembelajaran baru selama membina UKPBJ RRI.""",Netral
603,"""Sekretaris Utama LKPP Robin Asad Suryo mengungkapkan, bahwa dengan adanya kerjasama ini, diharapkan terjadinya pembelajaran dua arah antara LKPP dan RRI.""",Netral
604,"""Kerja Sama yang dijalin ini salah satunya dimaksudkan sebagai pedoman bagi LKPP dan LPP RRI dalam rangka meningkatkan kapabilitas SDM di UKPBJ di lingkungan LPP RRI untuk menuju Pusat Keunggulan Pengadaan dan peningkatan kompetensi SDM pengadaan barang/jasa di lingkungan LPP RRI.""",Netral
605,"""Kerja sama yang dibangun ini juga untuk mengoptimalkan pemanfaatan sistem pengadaan secara elektronik di Lingkungan LPP RRI.""",Netral
606,"""JAKARTA - Dalam rangka meningkatkan tata kelola unit kerja pengadaan barang/jasa (UKPBJ) di lingkungan Lembaga Penyiaran Publik Radio Republik Indonesia (RRI), RRI melakukan kerja sama dengan Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah",Netral
607,"""@LKPP_RI Apakah berarti SKA sudah tidak diperlukan lagi ?""",Netral
608,"""https://t.co/cvvomDZ2G2Arsitek cukup gunakan STRA dalam Penyelenggaraan Pengadaan Barang/Jasa @LKPP_RI""",Netral
609,"""Via @LKPP_RI""",Netral
610,"""Pada kesempatannya Robin mengatakan bahwa dalam kurun waktu lima tahun terakhir, persentase realisasi penyerapan anggaran LKPP konsisten di atas 90%",Netral
611,"""Hadir secara langsung Sekretaris Utama Robin Asad Suryo, Deputi Bidang Monitoring dan Evaluasi LKPP Gatot P",Netral
612,"""Jakarta – LKPP hadir dalam Rapat Dengar Pendapat (RDP) bersama Komisi XI DPR RI di Gedung Nusantara I, Jakarta pada Kamis (8/9)",Netral
613,"""Sarah juga menyampaikan, bahwa selama dirinya bergabung di LKPP, banyak capaian dan gebrakan positif yang telah dilakukan oleh Anas.“Saya harap rumah (LKPP) ini bukan hanya rumah yang menafkahi kita, namun menjadi rumah kebanggan untuk kita semua.” Pungkas Anas",Positif
614,"""Turut menyampaikan arahan, Deputi Bidang Pengembangan Strategi dan Kebijakan LKPP Sarah Sadiqa mengungkapkan harapan yang sama",Positif
615,"""Sekretaris Utama LKPP Robin Asad Suryo dalam kesempatannya menyampaikan dua hal kepada Menteri PANRB",Positif
616,"""Hal tersebut disampaikan Anas dalam acara Afternoon Tea: Penyampaian Arahan oleh Pimpinan LKPP pada Kamis (8/9) di Gedung LKPP""",Netral
617,"""“Delapan bulan ini adalah delapan bulan yang indah bagi saya, karena berbagai target telah tercapai",Positif
618,"""Menjabat selama 8 bulan sebagai Kepala LKPP, Anas tidak memungkiri banyak hambatan dan tantangan yang dihadapi",Positif
619,"""Jakarta – Kepala LKPP ke-5 Abdullah Azwar Anas resmi dilantik oleh Presiden RI Joko Widodo menjadi Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Menteri PANRB pada Kabinet Indonesia Maju pada Rabu (7/9) di Istana Negara, Jakarta",Wrong
620,"""Jakarta - LKPP melanjutkan safari Percepatan Katalog Sektoral di Kementerian Energi dan Sumber Daya Mineral, Rabu (07/09) di Jakarta.""",Netral
621,"""@LKPP_RI @kempanrb Gantinya kepala LKPP siapa min?""",Netral
622,"""@BoedakB99178454 @nadiemmakarim @Kemendiknas @LKPP_RI Anggaran DAK TIK/SD/SMP/SMA/SMK/SKB/PKBM Tahun 2022 , utk Prov Jabar -+ = 430 M 🤔Pastinya akan banjir ""Rabat"" dr Distributor kpd Oknum Dinas, dgn cttn, asalkan Dinas m'beli brg darinya 🤔 https://t.co/ibjztIN7ot""",Positif
623,"""Bp Sekretaris @bpsdmdjtg @provjateng Mewakili Bp Ka @bpsdmdjtg Utk Berkenan Membuka Secara Resmi Uji Kompetensi Barang &amp; Jasa Pemerintah @bpsdmdjtg @provjateng Th 2022#ASNBerAKHLAK #JatengGayeng @LAN_RI @LKPP_RI @IrwantoArief1 @bkdjatengprov https://t.co/KBicJeEG1I""",Positif
624,"""Segenap Pimpinan dan Pegawai LKPP Mengucapkan selamat dan sukses atas dilantiknya H",Positif
625,"""@godham5 @Dipertuanagung @KPK_RI @KejaksaanRI @ST_Burhanuddin @Puspenkum @LKPP_RI Awasi....Amati 👌""",Netral
626,"""Bolehkah Dinas menerima Cash Back dr Distributor, atas pembelian Pengadaan Barjas (E'catalog) 🤔Mohon pencerahannya dari : @Dipertuanagung @KPK_RI @KejaksaanRI @ST_Burhanuddin@Puspenkum @LKPP_RI 🙏🙏🙏""",Netral
627,"""Sejauh ini etalase yang dimiliki oleh BMKG  berjumlah 11 etalase, dengan jumlah produk 402, produk PDN dengan produk berTKDN berjumlah 113 produk.""",Netral
628,"""LKPP sebagai regulator instansi yang membangun sistem memiliki tugas memastikan semua KL PD memiliki kapabilitas mengelola katalog sektoral maupun katalog daerah.""",Positif
629,"""Untuk mencapai target arahan presiden, 40% produk PMK dan PDN, LKPP tidak bisa sendirian, saat ini target itu menjadi target bersama, Untuk mencapai target arahan presiden, 40% produk PMK dan PDN, LKPP tidak bisa sendirian, saat ini target itu menjadi target bersama,""",Wrong
630,"""Untuk itu, ia menyarankan agar para pengelola UKPBJ dapat mengkomunikasikan kepada kepala daerah masing-masing terkait kebijakan Katalog Lokal baru yang pro UMK dan Koperasi.""",Netral
631,"""""Ini momentum bagi kepala daerah untuk memberi ruang kepada pelaku usaha lokal agar lebih berkembang dengan memanfaatkan belanja melalui Katalog Lokal",Positif
632,"""Kepala LKPP Abdullah Azwar Anas mengatakan, sudah saatnya para Kepala Daerah untuk lebih memerhatikan belanja APBD melalui Katalog Lokal karena menjadi salah satu target prioritas Presiden untuk mengangkat UMKM",Positif
633,"""Jakarta - Pemerintah Daerah dapat mendorong pertumbuhan industri produk lokal dan UMK dengan memanfaatkan belanja melalui Katalog Lokal",Positif
634,"""Yth Bapak @nadiemmakarim apakah dlm pengadaan TIK/Medpen TA.2022 (Cromebook, Konektor, Router, Proyektor) slruh item brg TIK/Medpen hrs m'punyai TKDN 🤔krn ada bbrp brg TIK/Medpen tsb (proyektor) tdk m'punyai TKDN.Cc : @Kemendiknas @LKPP_RI""",Netral
635,"""Sekjen Kemnaker Anwar Sanusi mengatakan pihaknya mengapresiasi langkah LKPP dalam membantu Kemnaker",Positif
636,"""""Sekarang dengan inovasi sudah memudahkan penayangan dan pengelolaan katalog elektronik",Positif
637,"""Untuk itu, komponen SDM dalam UKPBJ harus kuat karena mereka adalah tulang punggung belanja barang/jasa di kementerian.""",Netral
638,"""Deputi Bidang Monitirong Evaluasi dan Pengembangan Sistem Informasi LKPP Gatot Pambudhi Poetranto menambahkan, telaah kebutuhan produk dilakukan oleh UKPBJ melalui JFPPBJ.""",Netral
639,"""""Bila ada data email, kita akan kirim email verifikasi kepada pelaku usaha binaan untuk mempunyai akun SPSE, sehingga bisa otomatis terdaftar",Wrong
640,"""Untuk memudahkan proses onboarding ke dalam sistem Katalog Sektoral Kemnaker, LKPP telah melakukan sejumlah langkah strategis",Netral
641,"""Deputi Bidang Hukum dan Penyelesaian Sanggah LKPP Setya Budi Arijanta mengatakan, Kemnaker dapat memanfaatkan pelaku usaha binaan untuk menjual produknya dalam Katalog Elektronik ataupun Toko Daring.""",Positif
642,"""Jakarta - LKPP mendorong Kementerian Ketenagakerjaan (Kemnaker) mengoptimalkan penggunaan produk dalam negeri (PDN)",Positif
643,"""@CombatCall @lopp @pomp @elonmusk @LKPP_RI @mshaanshahid""",Netral
644,"""Beberapa topik diskusi juga terkait dengan pengelolaan nikel, batubara dan rumput laut sebagai peluang bisnis yang dapat dikembangkan oleh kedua negara",Positif
645,"""Adapun kegiatan Bussines Meeting yang diinisiasi oleh Kementerian Koordinator Bidang Kemaritiman dan Investasi ini merupakan bagian dari rangkaian kegiatan kunjungan kerja Presiden Filipina ke Indonesia saat ini",Positif
