Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main Outcomes and Measures: CMR, high-sensitivity cardiac troponin I (hs-cTnI), and B-type natriuretic peptide (BNP) measurements were performed before anthracycline treatment, after anthracycline and before trastuzumab treatment, and at 3-month intervals during trastuzumab therapy. CMR included left ventricular (LV) volumes, LV ejection fraction (EF), myocardial strain, early gadolinium enhancement imaging to assess hyperemia (inflammation marker), native/postcontrast T1 mapping (with extracellular volume fraction [ECV]) to assess edema and/or fibrosis, T2 mapping to assess edema, and late gadolinium enhancement (LGE) to assess replacement fibrosis. CTRCD was defined using the Cardiac Review and Evaluation Committee criteria. Fixed-effects models or generalized estimating equations were used in analyses.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Results: Of 136 women (mean [SD] age, 51.1 [9.2] years) recruited from 2013 to 2019, 37 (27%) developed CTRCD. Compared with baseline, tissue biomarkers of myocardial hyperemia and edema peaked after anthracycline therapy or 3 months after trastuzumab initiation as demonstrated by an increase in mean (SD) relative myocardial enhancement (baseline, 46.3% [16.8%] to peak, 56.2% [18.6%]), native T1 (1012 [26] milliseconds to 1035 [28] milliseconds), T2 (51.4 [2.2] milliseconds to 52.6 [2.2] milliseconds), and ECV (25.2% [2.4%] to 26.8% [2.7%]), with P <.001 for the entire follow-up. The observed values were mostly within the normal range, and the changes were small and recovered during follow-up. No new replacement fibrosis developed. Increase in T1, T2, and/or ECV was associated with increased ventricular volumes and BNP but not hs-cTnI level. None of the CMR tissue biomarkers were associated with changes in LVEF or myocardial strain. Change in ECV was associated with concurrent and subsequent CTRCD, but there was significant overlap between patients with and without CTRCD.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Conclusions and Relevance: In women with ERBB2-positive breast cancer receiving sequential anthracycline and trastuzumab therapy, CMR tissue biomarkers suggest inflammation and edema peaking early during therapy and were associated with ventricular remodeling and BNP elevation. However, the increases in CMR biomarkers were transient, were not associated with LVEF or myocardial strain, and were not useful in identifying traditional CTRCD risk."",,""Funding/Support: This study was funded by operating grants 137132, 142456, and 147814 from the Canadian Institutes of Health Research, the Ontario Early Research Award, the Grant Miller Research grant from the University of Toronto, and the Canadian Cancer Society/Canadian Institutes of Health Research’s W. David Hargraft grant (Dr Thavendiranathan). This study was also funded in part by grant 419344766 from the German Research Foundation (Dr Houbois)."",JAMA Cardiology,,,""Humans";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; Hanneman, Kate (University of Toronto; University of Toronto); Wintersperger, Bernd J. (University of Toronto;" University of Toronto)"",4,4,,,,https://app.dimensions.ai/details/publication/pub.1157187817,32 Biomedical and Clinical Sciences"; 3211 Oncology and Carcinogenesis,;;;;;;;;
"6678,pub.1140994699,10.1016/j.ijrobp.2021.08.039,34509552,,Cardiac Magnetic Resonance Imaging and Blood Biomarkers for Evaluation of Radiation-Induced Cardiotoxicity in Patients With Breast Cancer: Results of a Phase 2 Clinical Trial,""PURPOSE: Radiation therapy (RT) can increase the risk of cardiac events in patients with breast cancer (BC), but biomarkers predicting risk for developing RT-induced cardiac disease are currently lacking. We report results from a prospective clinical trial evaluating early magnetic resonance imaging (MRI) and serum biomarker changes as predictors of cardiac injury and risk of subsequent cardiac events after RT for left-sided disease.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS: Women with node-negative and node-positive (N-/+) left-sided BC were enrolled on 2 institutional review board (IRB)-approved protocols at 2 institutions. MRI was conducted pretreatment (within 1 week of starting radiation), at the end of treatment (last day of treatment ±1 week), and 3 months after the last day of treatment (±2 weeks) to quantify left and right ventricular volumes and function, myocardial fibrosis, and edema. Perfusion changes during regadenoson stress perfusion were also assessed on a subset of patients (n = 28). Serum was collected at the same time points. Whole heart and cardiac substructures were contoured using CT and MRI. Models were constructed using baseline cardiac and clinical risk factors. Associations between MRI-measured changes and dose were evaluated.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESULTS: Among 51 women enrolled, mean heart dose ranged from 0.80 to 4.7 Gy and mean left ventricular (LV) dose from 1.1 to 8.2 Gy, with mean heart dose 2.0 Gy. T1 time, a marker of fibrosis, and right ventricular (RV) ejection fraction (EF) significantly changed with treatment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONCLUSIONS: In this prospective study of women with left-sided breast cancer treated with contemporary treatment planning, cardiac radiation doses were very low relative to historical doses reported by Darby et al. Although we observed significant changes in T1 and RV EF shortly after RT, these changes were not correlated with whole heart or substructure doses. Serum biomarker analysis of cardiac injury demonstrates an interesting trend between markers and MHD that warrants further investigation."",The authors would like to thank Steven Kronenberg for his assistance with graphic design and figure presentation.,,International Journal of Radiation Oncology • Biology • Physics,,,Biomarkers";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6506,pub.1135463141,10.1093/ehjcvp/pvab016,33605416,PMC8847070,Cardiac and cardiometabolic phenotyping of trastuzumab-mediated cardiotoxicity: a secondary analysis of the MANTICORE trial,""AIMS: An improved understanding of the pathophysiology of trastuzumab-mediated cardiotoxicity is required to improve outcomes of patients with human epidermal growth factor receptor 2 (HER2)-positive breast cancer. We aimed to characterize the cardiac and cardiometabolic phenotype of trastuzumab-mediated toxicity and potential interactions with cardiac pharmacotherapy.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS AND RESULTS: This study was an analysis of serial magnetic resonance imaging (MRI) and circulating biomarker data acquired from patients with HER2-positive early-stage breast cancer participating in a randomized-controlled clinical trial for the pharmaco-prevention of trastuzumab-associated cardiotoxicity. Circulating biomarkers (B-type natriuretic peptide, troponin I, MMP-2 and -9, GDF-15, neuregulin-1, and IGF-1) and MRI of cardiac structure and function and abdominal fat distribution were acquired prior to trastuzumab, post-cycle 4 and post-cycle 17. Ninety-four participants (51 ± 8 years) completed the study with 30 on placebo, 33 on perindopril, and 31 on bisoprolol. Post-cycle 4, global longitudinal strain deteriorated from baseline in both placebo (+2.0 ± 2.7%, P = 0.002) and perindopril (+0.9 ± 2.5%, P = 0.04), but not with bisoprolol (-0.2 ± 2.1%, P = 0.55). In all groups combined, extracellular volume fraction and GDF-15 increased post-cycle 4 (+1.3 ± 4.4%, P = 0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONCLUSION: Trastuzumab results in impaired cardiac function and early myocardial inflammation. Trastuzumab is also associated with deleterious changes to the cardiometabolic phenotype which may contribute to the increased cardiovascular risk in this population."",""The trial was supported by the Canadian Institutes of Health Research, the Alberta Cancer Foundation, and the University Hospital Foundation. Perindopril study drug was provided in-kind by Servier. A.A.K. is supported by Postdoctoral Fellowships from Susan G. Komen Foundation (PDF17483149) and the Canadian Institutes of Health Research. J.A.E. and G.Y.O. are supported by Alberta Innovates-Health Solutions, the Canadian Institutes of Health Research, and/or the Heart and Stroke Foundation of Canada. M.J.H. is supported by the Faculty of Nursing Research Chair in aging and quality of life at the University of Alberta."",,European Heart Journal - Cardiovascular Pharmacotherapy,,,""Breast Neoplasms";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6502,pub.1149063813,10.1161/circheartfailure.121.009445,35766037,,Rationale and Design of the Cardiac CARE Trial: A Randomized Trial of Troponin-Guided Neurohormonal Blockade for the Prevention of Anthracycline Cardiotoxicity,""BACKGROUND: Anthracyclines are effective cytotoxic drugs used in the treatment of breast cancer and lymphoma but are associated with myocardial injury, left ventricular dysfunction, and heart failure. Anthracycline-induced cardiotoxicity is highly variable in severity and without a proven therapeutic intervention. β-Adrenergic receptor blockers and renin-angiotensin-system inhibitor therapies have been associated with modest cardioprotective effects in unselected patients.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS: The Cardiac CARE trial is a multicentre prospective randomized open-label blinded end point trial of combination β-adrenergic receptor blocker and renin-angiotensin-system inhibitor therapy in patients with breast cancer and non-Hodgkin lymphoma receiving anthracycline chemotherapy that is associated with myocardial injury. Patients at higher risk of cardiotoxicity with plasma high-sensitivity cTnI (cardiac troponin I) concentrations in the upper tertile at the end of chemotherapy are randomized to standard of care plus combination candesartan and carvedilol therapy or standard of care alone. All patients undergo cardiac magnetic resonance imaging before and 6 months after anthracycline treatment. The primary end point is the change in left ventricular ejection fraction at 6 months after chemotherapy. In low-risk nonrandomized patients, left ventricular ejection fraction before and 6 months after anthracycline will be compared with define the specificity of the high-sensitivity cTnI assay for identifying low-risk participants who do not develop left ventricular systolic dysfunction.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"DISCUSSION: Cardiac CARE will examine whether cardiac biomarker monitoring identifies patients at risk of left ventricular dysfunction following anthracycline chemotherapy and whether troponin-guided treatment with combination candesartan and carvedilol therapy prevents the development of left ventricular dysfunction in these high-risk patients."",,""For Sources of Funding and Disclosures, see page 716."",Circulation Heart Failure,,,""Adrenergic beta-Antagonists";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6492,pub.1135202879,10.1016/j.mri.2021.01.005,33571634,PMC8103654,A deep-learning semantic segmentation approach to fully automated MRI-based left-ventricular deformation analysis in cardiotoxicity,""Left-ventricular (LV) strain measurements with the Displacement Encoding with Stimulated Echoes (DENSE) MRI sequence provide accurate estimates of cardiotoxicity damage related to breast cancer chemotherapy. This study investigated an automated LV chamber quantification tool via segmentation with a supervised deep convolutional neural network (DCNN) before strain analysis with DENSE images. Segmentation for chamber quantification analysis was conducted with a custom DeepLabV3+ DCNN with ResNet-50 backbone on 42 female breast cancer datasets (22 training-sets, eight validation-sets and 12 independent test-sets). Parameters such as LV end-diastolic diameter (LVEDD) and ejection fraction (LVEF) were quantified, and myocardial strains analyzed with the Radial Point Interpolation Method (RPIM). Myocardial classification was validated against ground-truth with sensitivity-specificity analysis, the metrics of Dice, average perpendicular distance (APD) and Hausdorff-distance. Following segmentation, validation was conducted with the Cronbach's Alpha (C-Alpha) intraclass correlation coefficient between LV chamber quantification results with DENSE and Steady State Free Precession (SSFP) acquisitions and a vendor tool-based method to segment the DENSE data, and similarly for myocardial strain analysis in the chambers. The results of myocardial classification from segmentation of the DENSE data were accuracy = 97%, Dice = 0.89 and APD = 2.4 mm in the test-set. The C-Alpha correlations from comparing chamber quantification results between the segmented DENSE and SSFP data and vendor tool-based method were 0.97 for LVEF (56 ± 7% vs 55 ± 7% vs 55 ± 6%, p = 0.6) and 0.77 for LVEDD (4.6 ± 0.4 cm vs 4.5 ± 0.3 cm vs 4.5 ± 0.3 cm, p = 0.8). The validation metrics against ground-truth and equivalent parameters obtained from the SSFP segmentation and vendor tool-based comparisons show that the DCNN approach is applicable for automated LV chamber quantification and subsequent strain analysis in cardiotoxicity."",""We are very appreciative of staff at the Imaging Center, Children&#x27";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6363,pub.1073037365,10.5603/cj.a2016.0023,27173679,,Cardiac magnetic resonance imaging-based myocardial strain study for evaluation of cardiotoxicity in breast cancer patients treated with trastuzumab: A pilot study to evaluate the feasibility of the method,""BACKGROUND: Trastuzumab, used to treat breast cancer overexpressing human epidermal growth factor receptor 2, may be cardiotoxic. Cardiac magnetic resonance (CMR) imaging with myocardial strain studies has been used to evaluate subclinical biventricular myocardial changes, however, its clinical utility during chemotherapy has not been evaluated.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS: The clinical outcomes, CMR and cardiac biomarkers of 9 women aged 62.3 ± 12.6 years with early or locally advanced breast cancer were evaluated at baseline, and at 3, 6 and 12 months after the initiation of trastuzumab.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESULTS: None of the patients developed heart failure or elevated serum cardiac biomarkers. Global left ventricular (LV) peak systolic longitudinal and circumferential strains were significantly decreased at 6 months (longitudinal strains, -21.1 ± 1.7% [baseline] vs. -19.5 ± 1.0% [6 months], p = 0.039, and circumferential strains, -23.4 ± 1.8% [baseline] vs. -21.6 ± 2.5% [6 months], p = 0.036). These changes were analogous to those observed in the LV ejection fraction. Right ventricular (RV) free wall peak systolic circumferential strains were decreased at 6 months (-20.9% ± 2.4% [baseline] vs. -19.1% ± 2.3% [6 months], p = 0.049), whereas RV longitudinal strains and ejection fraction remained unchanged. The LV longitudinal strain was the most reproducible of the 4 peak strain parameters.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONCLUSIONS: The LV longitudinal and circumferential strains measured by CMR decreased during trastuzumab therapy, although their predictive value for later heart failure or association with RV parameters was not determined. These techniques may be a useful means of diagnosing and monitoring trastuzumab-related cardiotoxicity."",,,Cardiology Journal,,,""Antineoplastic Agents";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
