,tweetid,guid,author,title,description,pubdate,favorite_count,retweet_count,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_location,capres,Sentiment
1604,1667034977085829121,https://twitter.com/jpsatrio/statuses/1667034977085829121,jpsatrio,RT @KakekHalal: Politikus muda Tsamara Amany menyatakan dukungannya terhadap bakal calon presiden (bacapres) dari PDIP Ganjar Pranowo. Tsam…,"Politikus muda Tsamara Amany menyatakan dukungannya terhadap bakal calon presiden (bacapres) dari PDIP Ganjar Pranowo. Tsamara menyatakan dukungannya sekaligus mendeklarasikan gerakan bernama LARI (Langkah Anak Muda Republik Indonesia).
Dukungan itu disampaikan Tsamara di kawasan… https://t.co/OnPbkByG9f https://t.co/AXge9Ng2pM",2023-06-09 01:04:45,0,133,retweet,,0,0,KakekHalal,821859629034409985,1666983987938754561,132958335,https://pbs.twimg.com/profile_images/946045523504406528/2ht77zTK_normal.jpg,56996,441,513,2010-04-14 12:44:01,Bandung Barat,Ganjar Pranowo,neutral
1638,1667033643657863168,https://twitter.com/RMLPas/statuses/1667033643657863168,RMLPas,"RT @LaingenLisa: ""Saya hari ini bersama Pangeran ingin menyatakan dukungan buat Pak Ganjar,"" ujar Tsamara yang juga merupakan inisiator ger…","""Saya hari ini bersama Pangeran ingin menyatakan dukungan buat Pak Ganjar,"" ujar Tsamara yang juga merupakan inisiator gerakan LARI.😎🇮🇩
Ganjar Pranowo 
https://t.co/lnv1N2JQS9",2023-06-09 00:59:27,0,9,retweet,,0,0,LaingenLisa,1978790995,1666987028788162560,1548549824265351169,https://pbs.twimg.com/profile_images/1655839964800905217/FwNpv6t7_normal.jpg,20933,1509,1371,2022-07-17 02:07:21,Kota Bekasi,Ganjar Pranowo,neutral
1650,1667033403747864576,https://twitter.com/RMLPas/statuses/1667033403747864576,RMLPas,RT @LaingenLisa: Ketua umum @PDI_Perjuangan bersama bacapres Ganjar Pranowo dan Puan Maharani telah sah menerima dukungan dari Partai Perin…,"Ketua umum @PDI_Perjuangan bersama bacapres Ganjar Pranowo dan Puan Maharani telah sah menerima dukungan dari Partai Perindo, selamat bergabung...😎🇮🇩
Ganjar Pranowo https://t.co/hDr3xckofK",2023-06-09 00:58:30,0,8,retweet,,0,0,LaingenLisa,1978790995,1667032031002517504,1548549824265351169,https://pbs.twimg.com/profile_images/1655839964800905217/FwNpv6t7_normal.jpg,20933,1509,1371,2022-07-17 02:07:21,Kota Bekasi,Ganjar Pranowo,neutral
1653,1667033356318670850,https://twitter.com/RMLPas/statuses/1667033356318670850,RMLPas,"RT @otnayram_me: Deal... 

PDIP dan PERINDO sepakat berkoalisi

https://t.co/pKdFbAAWFU https://t.co/FLkaBlCtsJ","Deal... 

PDIP dan PERINDO sepakat berkoalisi

https://t.co/pKdFbAAWFU https://t.co/FLkaBlCtsJ",2023-06-09 00:58:18,0,13,retweet,,0,0,otnayram_me,1255462834466697216,1667018215241973760,1548549824265351169,https://pbs.twimg.com/profile_images/1655839964800905217/FwNpv6t7_normal.jpg,20933,1509,1371,2022-07-17 02:07:21,Kota Bekasi,Ganjar Pranowo,neutral
1662,1667033175309307904,https://twitter.com/cbhss_/statuses/1667033175309307904,cbhss_,"RT @siastiie: Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siap…","Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siapa sangka ibu Siti Atikoh Supriyanti memiliki garis keturunan dari kyai NU asal Purbalingga.
#MengenalSitiAtikoh https://t.co/rcyzjLGcl2",2023-06-09 00:57:35,0,264,retweet,,0,0,siastiie,1120300065770201089,1667018738019999744,1351138060990373900,https://pbs.twimg.com/profile_images/1438487267006316546/q-q_ziR2_normal.jpg,1959,165,139,2021-01-18 07:03:19,Pohuwato,Ganjar Pranowo,positive
1667,1667033058728628224,https://twitter.com/agusprehadi/statuses/1667033058728628224,agusprehadi,"RT @Miduk17: Bertambah lagi dukungan untuk ORANG BAIK dan JUJUR, Ganjar Pranowo

Partai Perindo kini RESMI mendukung Ganjar untuk Pilpres 2…","Bertambah lagi dukungan untuk ORANG BAIK dan JUJUR, Ganjar Pranowo

Partai Perindo kini RESMI mendukung Ganjar untuk Pilpres 2024

Energi dan dukungan semakin BANYAK untuk ANAK KANDUNG RAKYAT

Tapi jgn JUMAWA, karena ini baru AWAL. Perjuangan masih Panjang

#GanjarMenangTotal https://t.co/uzop0wg96u",2023-06-09 00:57:07,0,31,retweet,,0,0,Miduk17,1102461866129776640,1667026356453138432,859675038,https://pbs.twimg.com/profile_images/1539505853568458754/77OOpjGW_normal.jpg,83145,184,485,2012-10-03 09:21:27,Depok,Ganjar Pranowo,positive
1673,1667032884019085312,https://twitter.com/tajukflorescom/statuses/1667032884019085312,tajukflorescom,"Perindo sampaikan dukungan kepada Ganjar Pranowo sebagai bakal calon presiden (bacapres) 2024.

#PDIPerjuangan 
#Perindo 
#ganjarpranowo https://t.co/8rNHH1Jq0W","Perindo sampaikan dukungan kepada Ganjar Pranowo sebagai bakal calon presiden (bacapres) 2024.

#PDIPerjuangan 
#Perindo 
#ganjarpranowo https://t.co/8rNHH1Jq0W",2023-06-09 00:56:26,0,0,original,,0,0,,0,0,1287081099613491202,https://pbs.twimg.com/profile_images/1520257038655561729/HLQ42wmu_normal.jpg,1490,139,7,2020-07-25 13:43:58,Jakarta Pusat,Ganjar Pranowo,neutral
1681,1667032745099550721,https://twitter.com/Dwimaha78771958/statuses/1667032745099550721,Dwimaha78771958,"RT @siastiie: Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siap…","Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siapa sangka ibu Siti Atikoh Supriyanti memiliki garis keturunan dari kyai NU asal Purbalingga.
#MengenalSitiAtikoh https://t.co/rcyzjLGcl2",2023-06-09 00:55:53,0,264,retweet,,0,0,siastiie,1120300065770201089,1667018738019999744,1604975756559323136,https://pbs.twimg.com/profile_images/1608682421419139073/QDtkYw20_normal.jpg,121,9,6,2022-12-19 18:03:49,Sumedang,Ganjar Pranowo,positive
1716,1667032031002517504,https://twitter.com/LaingenLisa/statuses/1667032031002517504,LaingenLisa,"Ketua umum @PDI_Perjuangan bersama bacapres Ganjar Pranowo dan Puan Maharani telah sah menerima dukungan dari Partai Perindo, selamat bergabung...😎🇮🇩
Ganjar Pranowo https://t.co/hDr3xckofK","Ketua umum @PDI_Perjuangan bersama bacapres Ganjar Pranowo dan Puan Maharani telah sah menerima dukungan dari Partai Perindo, selamat bergabung...😎🇮🇩
Ganjar Pranowo https://t.co/hDr3xckofK",2023-06-09 00:53:02,9,8,original,,0,0,,0,0,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1722,1667031899590774784,https://twitter.com/winter_annnna/statuses/1667031899590774784,winter_annnna,"RT @siastiie: Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siap…","Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siapa sangka ibu Siti Atikoh Supriyanti memiliki garis keturunan dari kyai NU asal Purbalingga.
#MengenalSitiAtikoh https://t.co/rcyzjLGcl2",2023-06-09 00:52:31,0,264,retweet,,0,0,siastiie,1120300065770201089,1667018738019999744,1152264106407129088,https://pbs.twimg.com/profile_images/1607215136405852162/RtF1aW5C_normal.jpg,1011,699,951,2019-07-19 13:09:05,Jakarta Utara,Ganjar Pranowo,positive
1728,1667031765901512705,https://twitter.com/RMLPas/statuses/1667031765901512705,RMLPas,"RT @LaingenLisa: ""Terkait dengan apakah ini kerjasama Pilpres atau Pileg, kerja sama politik ini adalah kaitannya dengan Pilpres mengusung…","""Terkait dengan apakah ini kerjasama Pilpres atau Pileg, kerja sama politik ini adalah kaitannya dengan Pilpres mengusung pak Ganjar Pranowo untuk kemenangan di Pemilu 2024,"" 😎🇮🇩
Ganjar Pranowo 
https://t.co/QtGq3j58yv",2023-06-09 00:51:59,0,11,retweet,,0,0,LaingenLisa,1978790995,1667028575495815168,1548549824265351169,https://pbs.twimg.com/profile_images/1655839964800905217/FwNpv6t7_normal.jpg,20933,1509,1371,2022-07-17 02:07:21,Kota Bekasi,Ganjar Pranowo,neutral
1750,1667031313843617793,https://twitter.com/MrRamdhan37/statuses/1667031313843617793,MrRamdhan37,RT @OposisiCerdas: Ganjar Pranowo Bakal Entaskan Kemiskinan dan Berantas Korupsi Jika Jadi Presiden https://t.co/XJ8GwtCsAm,Ganjar Pranowo Bakal Entaskan Kemiskinan dan Berantas Korupsi Jika Jadi Presiden https://t.co/XJ8GwtCsAm,2023-06-09 00:50:11,0,44,retweet,,0,0,OposisiCerdas,887743587579944960,1666989835717062656,1508268847,https://pbs.twimg.com/profile_images/633950067670454272/5PX_BxmR_normal.jpg,8474,222,121,2013-06-11 22:23:26,Bandung Barat,Ganjar Pranowo,neutral
1768,1667030979045916673,https://twitter.com/BennyValentinus/statuses/1667030979045916673,BennyValentinus,Perindo Resmi Dukung Ganjar Pranowo Capres di Pilpres 2024  https://t.co/x32I7xAvZI,Perindo Resmi Dukung Ganjar Pranowo Capres di Pilpres 2024  https://t.co/x32I7xAvZI,2023-06-09 00:48:51,2,1,original,,0,0,,0,0,587188129,https://pbs.twimg.com/profile_images/1658296681065218048/whaGcI2J_normal.jpg,10242,2620,1886,2012-05-22 02:08:07,Sambas,Ganjar Pranowo,neutral
1816,1667030317100855296,https://twitter.com/RMLPas/statuses/1667030317100855296,RMLPas,"RT @LaingenLisa: ""Jika dilihat dari elit-elitnya yang hadir di acara–acara untuk Ganjar, menurut pengamantan saya lebih dari 90 persen rela…","""Jika dilihat dari elit-elitnya yang hadir di acara–acara untuk Ganjar, menurut pengamantan saya lebih dari 90 persen relawan Jokowi mendukung Ganjar. Sisanya, sekitar enam persen mungkin pindah ke bacalon presiden lain,” kata Jay 😎🇮🇩
Ganjar Pranowo 
https://t.co/DGNpxfEIUT",2023-06-09 00:46:14,0,9,retweet,,0,0,LaingenLisa,1978790995,1667026990095044611,1548549824265351169,https://pbs.twimg.com/profile_images/1655839964800905217/FwNpv6t7_normal.jpg,20933,1509,1371,2022-07-17 02:07:21,Kota Bekasi,Ganjar Pranowo,neutral
1818,1667030283244417024,https://twitter.com/Abang_Cetan/statuses/1667030283244417024,Abang_Cetan,RT @KakekHalal: Politikus muda Tsamara Amany menyatakan dukungannya terhadap bakal calon presiden (bacapres) dari PDIP Ganjar Pranowo. Tsam…,"Politikus muda Tsamara Amany menyatakan dukungannya terhadap bakal calon presiden (bacapres) dari PDIP Ganjar Pranowo. Tsamara menyatakan dukungannya sekaligus mendeklarasikan gerakan bernama LARI (Langkah Anak Muda Republik Indonesia).
Dukungan itu disampaikan Tsamara di kawasan… https://t.co/OnPbkByG9f https://t.co/AXge9Ng2pM",2023-06-09 00:46:06,0,133,retweet,,0,0,KakekHalal,821859629034409985,1666983987938754561,1284505052980244482,https://pbs.twimg.com/profile_images/1637256242459709440/NZuhZ3f9_normal.jpg,8818,494,165,2020-07-18 11:07:40,Samarinda,Ganjar Pranowo,neutral
1821,1667030268790870016,https://twitter.com/justforlol2000/statuses/1667030268790870016,justforlol2000,Masyarkat Indonesia mendukung Ganjar Pranowo sebagai Capres 2024.    #TakeTwo | BTS COMEBACK DAY | #MengenalSitiAtikoh | Perindo Dukung Ganjar | #GalaxyA54 | #GanjarMenangTotal https://t.co/cgqI7KeeFM,Masyarkat Indonesia mendukung Ganjar Pranowo sebagai Capres 2024.    #TakeTwo | BTS COMEBACK DAY | #MengenalSitiAtikoh | Perindo Dukung Ganjar | #GalaxyA54 | #GanjarMenangTotal https://t.co/cgqI7KeeFM,2023-06-09 00:46:02,1,1,original,,0,0,,0,0,2390035826,https://pbs.twimg.com/profile_images/1586947484144009216/16tUl6b9_normal.jpg,6670,23,1730,2014-03-14 19:33:14,Bandung Barat,Ganjar Pranowo,neutral
1831,1667030129871323140,https://twitter.com/RidhoSapp/statuses/1667030129871323140,RidhoSapp,Ganjar Pranowo bangun kreativitas bersama milenial dan Gen Z https://t.co/GZ77eCCYl6,Ganjar Pranowo bangun kreativitas bersama milenial dan Gen Z https://t.co/GZ77eCCYl6,2023-06-09 00:45:29,0,0,original,,0,0,,0,0,1520711085162065920,https://pbs.twimg.com/profile_images/1520711630098616320/JIUgZRpS_normal.jpg,1483,38,47,2022-05-01 06:26:00,Bengkulu Selatan,Ganjar Pranowo,neutral
1837,1667030068508626944,https://twitter.com/Abang_Cetan/statuses/1667030068508626944,Abang_Cetan,"RT @Miduk17: Bertambah lagi dukungan untuk ORANG BAIK dan JUJUR, Ganjar Pranowo

Partai Perindo kini RESMI mendukung Ganjar untuk Pilpres 2…","Bertambah lagi dukungan untuk ORANG BAIK dan JUJUR, Ganjar Pranowo

Partai Perindo kini RESMI mendukung Ganjar untuk Pilpres 2024

Energi dan dukungan semakin BANYAK untuk ANAK KANDUNG RAKYAT

Tapi jgn JUMAWA, karena ini baru AWAL. Perjuangan masih Panjang

#GanjarMenangTotal https://t.co/uzop0wg96u",2023-06-09 00:45:14,0,31,retweet,,0,0,Miduk17,1102461866129776640,1667026356453138432,1284505052980244482,https://pbs.twimg.com/profile_images/1637256242459709440/NZuhZ3f9_normal.jpg,8818,494,165,2020-07-18 11:07:40,Samarinda,Ganjar Pranowo,positive
1840,1667030017124225024,https://twitter.com/OanTimor5/statuses/1667030017124225024,OanTimor5,"RT @Miduk17: Bertambah lagi dukungan untuk ORANG BAIK dan JUJUR, Ganjar Pranowo

Partai Perindo kini RESMI mendukung Ganjar untuk Pilpres 2…","Bertambah lagi dukungan untuk ORANG BAIK dan JUJUR, Ganjar Pranowo

Partai Perindo kini RESMI mendukung Ganjar untuk Pilpres 2024

Energi dan dukungan semakin BANYAK untuk ANAK KANDUNG RAKYAT

Tapi jgn JUMAWA, karena ini baru AWAL. Perjuangan masih Panjang

#GanjarMenangTotal https://t.co/uzop0wg96u",2023-06-09 00:45:02,0,31,retweet,,0,0,Miduk17,1102461866129776640,1667026356453138432,1204937162925330432,https://pbs.twimg.com/profile_images/1650044871959515136/-hceBQt6_normal.jpg,55540,3438,701,2019-12-11 20:33:12,Kota Yogyakarta,Ganjar Pranowo,positive
1842,1667030004902039554,https://twitter.com/Arida_237/statuses/1667030004902039554,Arida_237,"RT @siastiie: Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siap…","Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siapa sangka ibu Siti Atikoh Supriyanti memiliki garis keturunan dari kyai NU asal Purbalingga.
#MengenalSitiAtikoh https://t.co/rcyzjLGcl2",2023-06-09 00:44:59,0,264,retweet,,0,0,siastiie,1120300065770201089,1667018738019999744,1551790053705543680,https://pbs.twimg.com/profile_images/1638671658025373696/rJK2noMc_normal.jpg,2775,692,1334,2022-07-26 00:43:54,Kudus,Ganjar Pranowo,positive
1847,1667029929370992642,https://twitter.com/LaingenLisa/statuses/1667029929370992642,LaingenLisa,"RT @LArismi11: Afirmasi
Selalu ada cara untuk menyiapkan perempuan di segala bidang.
Ganjar Pranowo bicara peran perempuan bersama Gen Z. h…","Afirmasi
Selalu ada cara untuk menyiapkan perempuan di segala bidang.
Ganjar Pranowo bicara peran perempuan bersama Gen Z. https://t.co/pO43VkhWTd",2023-06-09 00:44:41,0,7,retweet,,0,0,LArismi11,1320760933946331136,1666991380177231872,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1851,1667029845711425538,https://twitter.com/Rintart_bluhers/statuses/1667029845711425538,Rintart_bluhers,"RT @Miduk17: Bertambah lagi dukungan untuk ORANG BAIK dan JUJUR, Ganjar Pranowo

Partai Perindo kini RESMI mendukung Ganjar untuk Pilpres 2…","Bertambah lagi dukungan untuk ORANG BAIK dan JUJUR, Ganjar Pranowo

Partai Perindo kini RESMI mendukung Ganjar untuk Pilpres 2024

Energi dan dukungan semakin BANYAK untuk ANAK KANDUNG RAKYAT

Tapi jgn JUMAWA, karena ini baru AWAL. Perjuangan masih Panjang

#GanjarMenangTotal https://t.co/uzop0wg96u",2023-06-09 00:44:21,0,31,retweet,,0,0,Miduk17,1102461866129776640,1667026356453138432,1121235155291521024,https://pbs.twimg.com/profile_images/1539632033780998145/xnmQj_3a_normal.jpg,32094,4473,4105,2019-04-24 22:11:07,Palembang,Ganjar Pranowo,positive
1852,1667029829546557441,https://twitter.com/LaingenLisa/statuses/1667029829546557441,LaingenLisa,"RT @JesicaRahmadina: Upaya penurunan angka kemiskinan terus dilakukanpak Ganjar Pranowo di seluruh wilayah Jawa Tengah, salah satunya di wi…","Upaya penurunan angka kemiskinan terus dilakukanpak Ganjar Pranowo di seluruh wilayah Jawa Tengah, salah satunya di wilayah Kendal.
@ganjarpranowo menyerahkan Bantuan Keuangan Rp 94.666.750.000 untuk sektor ekonomi, sosial, pertanian, dan kesejahteraan masyarakat di Kendal. https://t.co/N0NS6NlNkw",2023-06-09 00:44:17,0,2,retweet,,0,0,JesicaRahmadina,2580145964,1666996494216597504,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1857,1667029736793726976,https://twitter.com/LaingenLisa/statuses/1667029736793726976,LaingenLisa,"RT @Kosimatkasah: 🇮🇩 Tsamara Amany 
memberikan dukungan Penuh kepada Pak @ganjarpranowo 
.
.
Mau tidak mau akan #ganjar pada waktunya
.
htt…","🇮🇩 Tsamara Amany 
memberikan dukungan Penuh kepada Pak @ganjarpranowo 
.
.
Mau tidak mau akan #ganjar pada waktunya
.
https://t.co/cpaeJImpCE https://t.co/rFIt2qfTnI",2023-06-09 00:43:55,0,4,retweet,,0,0,Kosimatkasah,754652093672067072,1667000531133538305,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1860,1667029713632759810,https://twitter.com/LaingenLisa/statuses/1667029713632759810,LaingenLisa,"RT @Kosimatkasah: 🇮🇩 Banteng mulai bergerak ~ 

Rakernas III PDI Perjuangan bertekad untuk melaksanakan keputusan Ketua Umum PDI Perjuangan…","🇮🇩 Banteng mulai bergerak ~ 

Rakernas III PDI Perjuangan bertekad untuk melaksanakan keputusan Ketua Umum PDI Perjuangan pada tanggal 21 April 2023 menetapkan kader PDI Perjuangan @ganjarpranowo sebagai calon presiden.
.
.
https://t.co/f1xA6laBbV https://t.co/ri1gRwUBul",2023-06-09 00:43:50,0,7,retweet,,0,0,Kosimatkasah,754652093672067072,1667003205971234816,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1866,1667029675074551808,https://twitter.com/LaingenLisa/statuses/1667029675074551808,LaingenLisa,"RT @win_ardie: Gubernur Ganjar Pranowo Gelontorkan Bantuan Keuangan Lintas sektor untuk kab. Kendal
Bankeu tsb di tujukan untuk sektor Ekon…","Gubernur Ganjar Pranowo Gelontorkan Bantuan Keuangan Lintas sektor untuk kab. Kendal
Bankeu tsb di tujukan untuk sektor Ekonomi, pertanian, sosial dan kesejahteraan masyarakat. 
Hal ini sbg upaya Pemprov jateng untuk penurunan angka kemiskinan di jateng

@ganjarpranowo https://t.co/jjmS8fmIIa",2023-06-09 00:43:41,0,4,retweet,,0,0,win_ardie,1090639672206741504,1667003737448259584,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1868,1667029596263571456,https://twitter.com/Gi_N0ng/statuses/1667029596263571456,Gi_N0ng,"Prof. Effendi Gazali menuturkan
Pak @prabowo Subianto leading

Karena yg tidak suka pada Pak Ganjar Pranowo dia ke Prabowo

Yang tidak suka ke Pak Anies Baswedan dia ke Prabowo

Hanya @KrisyantoOni
Yg TDK suka 22nya demi Anies karena ngebet pengen liat Monas
🤣🤣 https://t.co/VbwEPf6ERc","Prof. Effendi Gazali menuturkan
Pak @prabowo Subianto leading

Karena yg tidak suka pada Pak Ganjar Pranowo dia ke Prabowo

Yang tidak suka ke Pak Anies Baswedan dia ke Prabowo

Hanya @KrisyantoOni
Yg TDK suka 22nya demi Anies karena ngebet pengen liat Monas
🤣🤣 https://t.co/VbwEPf6ERc",2023-06-09 00:43:22,5,2,original,,0,0,,0,0,1266247282506166277,https://pbs.twimg.com/profile_images/1661728408290869248/RI0XOJX0_normal.jpg,90082,3301,4522,2020-05-29 01:57:44,Flores Timur,Ganjar Pranowo,negative
1873,1667029475014643714,https://twitter.com/LaingenLisa/statuses/1667029475014643714,LaingenLisa,"RT @LArismi11: Hari ini Partai Perindo akan deklarasi dukung Ganjar Pranowo untuk maju pada pilpres 2023.

Megawati dan Ganjar Tiba di DPP…","Hari ini Partai Perindo akan deklarasi dukung Ganjar Pranowo untuk maju pada pilpres 2023.

Megawati dan Ganjar Tiba di DPP PDIP untuk Sambut Perindo https://t.co/hRee1NG4Cg",2023-06-09 00:42:53,0,14,retweet,,0,0,LArismi11,1320760933946331136,1667015061423153153,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1874,1667029451065159680,https://twitter.com/LekMarteg/statuses/1667029451065159680,LekMarteg,"RT @LaingenLisa: ""Jika dilihat dari elit-elitnya yang hadir di acara–acara untuk Ganjar, menurut pengamantan saya lebih dari 90 persen rela…","""Jika dilihat dari elit-elitnya yang hadir di acara–acara untuk Ganjar, menurut pengamantan saya lebih dari 90 persen relawan Jokowi mendukung Ganjar. Sisanya, sekitar enam persen mungkin pindah ke bacalon presiden lain,” kata Jay 😎🇮🇩
Ganjar Pranowo 
https://t.co/DGNpxfEIUT",2023-06-09 00:42:47,0,9,retweet,,0,0,LaingenLisa,1978790995,1667026990095044611,1367085695739699202,https://pbs.twimg.com/profile_images/1564207601080225792/fDfHUxPa_normal.jpg,83142,9385,25454,2021-03-03 07:13:34,Sukoharjo,Ganjar Pranowo,neutral
1879,1667029386430914560,https://twitter.com/LekMarteg/statuses/1667029386430914560,LekMarteg,"RT @LaingenLisa: ""Terkait dengan apakah ini kerjasama Pilpres atau Pileg, kerja sama politik ini adalah kaitannya dengan Pilpres mengusung…","""Terkait dengan apakah ini kerjasama Pilpres atau Pileg, kerja sama politik ini adalah kaitannya dengan Pilpres mengusung pak Ganjar Pranowo untuk kemenangan di Pemilu 2024,"" 😎🇮🇩
Ganjar Pranowo 
https://t.co/QtGq3j58yv",2023-06-09 00:42:32,0,11,retweet,,0,0,LaingenLisa,1978790995,1667028575495815168,1367085695739699202,https://pbs.twimg.com/profile_images/1564207601080225792/fDfHUxPa_normal.jpg,83142,9385,25454,2021-03-03 07:13:34,Sukoharjo,Ganjar Pranowo,neutral
1888,1667029130951680000,https://twitter.com/LaingenLisa/statuses/1667029130951680000,LaingenLisa,"RT @otnayram_me: Deal... 

PDIP dan PERINDO sepakat berkoalisi

https://t.co/pKdFbAAWFU https://t.co/FLkaBlCtsJ","Deal... 

PDIP dan PERINDO sepakat berkoalisi

https://t.co/pKdFbAAWFU https://t.co/FLkaBlCtsJ",2023-06-09 00:41:31,0,13,retweet,,0,0,otnayram_me,1255462834466697216,1667018215241973760,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1923,1667028582865195009,https://twitter.com/Carlita07884960/statuses/1667028582865195009,Carlita07884960,RT @kudila_: salfok sama pak ganjar pranowo pake baju koko warna putih tampak senyum kepada masyarakat dan melayani permintaan foto dri mas…,"salfok sama pak ganjar pranowo pake baju koko warna putih tampak senyum kepada masyarakat dan melayani permintaan foto dri masyarakat
#MengenalSitiAtikoh https://t.co/QmVBZUtrU7",2023-06-09 00:39:20,0,159,retweet,,0,0,kudila_,1164045379526000640,1667019097761263617,1598751139700301824,https://pbs.twimg.com/profile_images/1599623141877157888/wcBKrfhM_normal.jpg,420,168,117,2022-12-02 13:49:19,Jakarta Barat,Ganjar Pranowo,neutral
1926,1667028575495815168,https://twitter.com/LaingenLisa/statuses/1667028575495815168,LaingenLisa,"""Terkait dengan apakah ini kerjasama Pilpres atau Pileg, kerja sama politik ini adalah kaitannya dengan Pilpres mengusung pak Ganjar Pranowo untuk kemenangan di Pemilu 2024,"" 😎🇮🇩
Ganjar Pranowo 
https://t.co/QtGq3j58yv","""Terkait dengan apakah ini kerjasama Pilpres atau Pileg, kerja sama politik ini adalah kaitannya dengan Pilpres mengusung pak Ganjar Pranowo untuk kemenangan di Pemilu 2024,"" 😎🇮🇩
Ganjar Pranowo 
https://t.co/QtGq3j58yv",2023-06-09 00:39:18,11,11,original,,0,0,,0,0,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
1963,1667027800132587521,https://twitter.com/RichardWPS/statuses/1667027800132587521,RichardWPS,"RT @Anak__Ogi: Terbukti sappo, hanya @ganjarpranowo penerus sejati @jokowi.

Puan Maharani: Visi-Misi Ganjar Pranowo Selaras dan Meneruskan…","Terbukti sappo, hanya @ganjarpranowo penerus sejati @jokowi.

Puan Maharani: Visi-Misi Ganjar Pranowo Selaras dan Meneruskan Program Jokowi.
#GanjarUntukSemua
#LanjutkanBersamaGanjar 
https://t.co/4Zi5KWSdKz",2023-06-09 00:36:14,0,48,retweet,,0,0,Anak__Ogi,1356517931887120384,1666697226402566145,98588469,https://pbs.twimg.com/profile_images/1665552881242767360/zYsP4egD_normal.jpg,13565,996,1173,2009-12-22 03:40:31,Deli Serdang,Ganjar Pranowo,neutral
1965,1667027761314275328,https://twitter.com/I_Guswar/statuses/1667027761314275328,I_Guswar,"RT @geloraco: Prestasi Ganjar Pranowo Dipertanyakan, Warganet: Coba Tanya ke Orang Asli Jateng...
https://t.co/HULvmDmXyO","Prestasi Ganjar Pranowo Dipertanyakan, Warganet: Coba Tanya ke Orang Asli Jateng...
https://t.co/HULvmDmXyO",2023-06-09 00:36:04,0,167,retweet,,0,0,geloraco,3319260420,1666704088963371008,107606747,https://pbs.twimg.com/profile_images/980070467569516544/hescbS_D_normal.jpg,67226,747,515,2010-01-22 22:39:36,Muaro Jambi,Ganjar Pranowo,neutral
